Step,Val,Train
183,9.534172058,0.616779327
184,7.014496803,0.645980895
185,8.132418633,0.83486414
186,10.26112556,0.698919535
187,11.4824543,0.602840066
188,10.2707386,1.02252543
189,11.24832058,1.001576424
190,11.73352718,0.850722134
191,10.40124607,0.777942479
192,11.08725166,0.888961554
193,10.75482941,0.800511718
194,11.00458813,0.87516582
195,10.87731552,0.738525629
196,11.86131477,0.69328475
197,9.432486534,0.710767448
198,12.32703114,0.861439168
199,12.47391415,0.895474136
200,11.30365467,0.828589082
201,9.790430069,0.789736748
202,10.84301662,0.705198944
203,11.86189747,0.797605813
204,12.17196655,0.709625721
205,10.47200394,0.823763132
206,11.70469952,1.200386405
207,11.85858917,0.809472501
208,11.28430557,0.761777759
209,11.75804329,0.898643732
210,12.33229256,0.955738604
211,11.82523632,0.85800457
212,11.95467472,0.837800264
213,11.56913567,0.840442657
214,11.84672928,0.797678053
215,10.93009472,0.835457146
216,12.21781158,0.797975302
217,12.67907333,0.69080776
218,12.64543247,0.954065084
219,12.03650475,0.816842139
220,11.34180164,0.869169593
221,11.36566162,0.720804095
222,12.8409462,1.140523076
223,12.84647369,0.751346588
224,9.979081154,0.980541945
225,9.521226883,0.811155677
226,11.04228592,0.740773439
227,7.640767574,0.783054411
228,4.616036415,0.852740705
229,10.55508423,0.667911947
230,11.5095644,0.849739254
231,12.88492203,0.641846597
232,11.46067524,0.872124016
233,13.05456352,0.797514737
234,11.96939468,0.753277421
235,11.9107933,0.816366792
236,12.11255455,0.717874289
237,12.02284813,0.820487916
238,10.1389389,0.764372349
239,9.732278824,0.840310752
240,9.68523407,0.663916886
241,10.21233654,0.667709768
242,9.967725754,0.575122118
243,6.954430103,0.846969366
244,9.763658524,0.789749742
245,4.252650738,0.95319593
246,11.00325298,0.959946215
247,10.42861462,0.929393649
248,10.19168758,0.792079031
249,11.00203419,0.73678726
250,12.47135735,0.680046618
251,11.68772984,0.929953396
252,11.61709595,0.983169556
253,11.93445206,0.75549072
254,10.97447109,0.754022419
255,12.04143906,0.889983058
256,12.44260025,1.516369581
257,12.42482185,0.905879259
258,11.13233852,0.927471101
259,11.65206528,0.781945586
260,10.90679646,1.131535411
261,10.51904583,0.760859013
262,7.915165901,1.266305208
263,10.65486908,1.249440074
264,10.75569248,1.090197563
265,9.064936638,1.046297908
266,9.518420219,0.782996058
267,10.52799416,0.667251766
268,7.538373947,0.724960506
269,9.049654961,0.721343219
270,9.513087273,0.690176427
271,7.71543026,0.945923448
272,11.0826931,0.86050415
273,10.37273502,0.853842437
274,10.44151306,0.955725431
275,9.720003128,0.923770845
276,9.858808517,0.781940877
277,9.928984642,1.336129308
278,11.00374317,1.071103692
279,10.78306961,0.739779413
280,9.537717819,1.588657856
281,10.59232903,0.625273466
282,10.19493961,0.696458101
283,9.161455154,0.956799448
284,9.282016754,0.663757324
285,9.517620087,0.909250975
286,6.437521935,0.758105755
287,7.280942917,0.566458941
288,8.072646141,0.73097682
289,9.987369537,0.643030226
290,9.007225037,1.052168369
291,10.72616005,0.904577255
292,10.41902351,0.87004143
293,9.848558426,0.821988702
294,9.750767708,0.753074348
295,8.595859528,0.690483987
296,9.672208786,0.653154016
297,8.928394318,0.737766981
298,9.023777008,0.792892575
299,7.636279583,0.764195025
300,9.0343647,0.936933935
301,10.33503723,0.835264504
302,9.050312042,0.795840979
303,10.03142643,0.640047014
304,9.557506561,1.335312486
305,7.652233601,1.110848665
306,7.218221664,1.764497042
307,8.180300713,1.201387286
308,9.942312241,1.273458838
309,9.88555336,1.048854232
310,9.727628708,0.772256136
311,9.955055237,1.019173861
312,9.803308487,0.909128189
313,11.02808952,0.977530837
314,10.20642281,0.704030991
315,9.693098068,0.573473871
316,7.432024956,0.945355952
317,8.196639061,0.866777241
318,10.90031624,0.859029293
319,11.28862572,1.564260721
320,10.91342163,1.061373711
321,10.94337273,0.809799731
322,10.02537918,0.866519034
323,9.655538559,1.004144311
324,9.643737793,0.91348213
325,10.70865822,0.761468768
326,10.23409843,0.934622049
327,10.27654076,0.793898404
328,8.976436615,0.84673357
329,9.415902138,0.903186262
330,9.555711746,1.106428266
331,10.04418564,0.763293564
332,5.405714989,0.802556038
333,8.201658249,0.75533098
334,9.73398304,0.786201656
335,10.03485107,0.731197953
336,9.587162018,0.845840693
337,9.987936974,1.070675254
338,9.960869789,1.110530496
339,9.550443649,1.11868155
340,10.85931015,0.839235604
341,10.30230141,0.727082431
342,9.573007584,0.786768496
343,8.620203018,0.778779149
344,9.971169472,0.771370411
345,9.219417572,0.970542371
346,8.592658997,0.916701615
347,7.491084099,0.734198511
348,7.773713112,0.945550263
349,10.11528587,0.77236867
350,9.354642868,0.794012308
